FPDS_legal_business_name,SBIR_company,FPDS_city,FPDS_state,SBIR_city,SBIR_state,fuzz_score,search_keyword
NEWPORT SENSORS INC,NEWPORT SENSORS INC,IRVINE,CA,New York,NY,100,NEWPORT SENSORS INC
SYNTHETIK APPLIED TECHNOLOGIES LLC,SYNTHETIK APPLIED TECHNOLOGIES LLC,PIERRE,SD,Pierre,SD,100,SYNTHETIK APPLIED TECHNOLOGIES LLC
SPECTRAL LABS INCORPORATED,Spectral Labs Incorporated,SAN DIEGO,CA,San Diego,CA,100,Spectral Labs Incorporated
"VISTA PHOTONICS, INC.","VISTA PHOTONICS, INC.",LAS CRUCES,NM,Las Cruces,NM,100,"VISTA PHOTONICS, INC."
"VISTA PHOTONICS, INC.","VISTA PHOTONICS, INC.",LAS CRUCES,NM,Las Cruces,NM,100,"VISTA PHOTONICS, INC."
"VISTA PHOTONICS, INC.","VISTA PHOTONICS, INC.",SANTA FE,NM,Las Cruces,NM,100,"VISTA PHOTONICS, INC."
"VISTA PHOTONICS, INC.","VISTA PHOTONICS, INC.",SANTA FE,NM,Las Cruces,NM,100,"VISTA PHOTONICS, INC."
"GINER, INC.",GINER INC,NEWTON,MA,Newton,MA,100,GINER INC
"NANOCOMP TECHNOLOGIES, INC.",Nanocomp Technologies Inc.,MERRIMACK,NH,Concord,NH,100,Nanocomp Technologies Inc.
"NANOCOMP TECHNOLOGIES, INC.",Nanocomp Technologies Inc.,MERRIMACK,NH,Concord,NH,100,Nanocomp Technologies Inc.
"NANOCOMP TECHNOLOGIES, INC.",Nanocomp Technologies Inc.,CONCORD,NH,Concord,NH,100,Nanocomp Technologies Inc.
"NANOCOMP TECHNOLOGIES, INC.",Nanocomp Technologies Inc.,CONCORD,NH,Concord,NH,100,Nanocomp Technologies Inc.
FRONTIER AEROSPACE CORPORATION,Frontier Aerospace Corporation ,SIMI VALLEY,CA,Simi Valley,CA,100,Frontier Aerospace Corporation 
"SUPERCONDUCTING SYSTEMS, INC.","Superconducting Systems, Inc.",BILLERICA,MA,Billerica,MA,100,"Superconducting Systems, Inc."
"MICROSCALE, INC.","Microscale, Inc.",WOBURN,MA,Woburn,MA,100,"Microscale, Inc."
"BUSEK CO., INC.",BUSEK CO INC,NATICK,MA,Natick,MA,100,BUSEK CO INC
ATAC,ATAC,SANTA CLARA,CA,Santa Clara,CA,100,ATAC
"GINER ELX, INC.","Giner ELX, Inc.",NEWTON,MA,Newton,MA,100,"Giner ELX, Inc."
APPLIED UNIVERSITY RESEARCH,APPLIED UNIVERSITY RESEARCH,BLACKSBURG,VA,Blacksburg,VA,100,APPLIED UNIVERSITY RESEARCH
"FIBERTEK, INC.",FIBERTEK INC,HERNDON,VA,Herndon,VA,100,FIBERTEK INC
BLACK SWIFT TECHNOLOGIES LLC,Black Swift Technologies LLC,BOULDER,CO,Boulder,CO,100,Black Swift Technologies LLC
HIGHER GROUND LLC,Higher Ground LLC,PALO ALTO,CA,Palo Alto,CA,100,Higher Ground LLC
"TIETRONIX SOFTWARE, INC","Tietronix Software, Inc.",HOUSTON,TX,Houston,TX,100,"Tietronix Software, Inc."
"OMNI MEASUREMENT SYSTEMS, INC.","Omni Measurement Systems, Inc. ",COLCHESTER,VT,Colchester,VT,100,"Omni Measurement Systems, Inc. "
"OMNI MEASUREMENT SYSTEMS, INC.","Omni Measurement Systems, Inc. ",COLCHESTER,VT,Colchester,VT,100,"Omni Measurement Systems, Inc. "
"OMNI MEASUREMENT SYSTEMS, INC.","Omni Measurement Systems, Inc. ",MILTON,VT,Colchester,VT,100,"Omni Measurement Systems, Inc. "
"OMNI MEASUREMENT SYSTEMS, INC.","Omni Measurement Systems, Inc. ",MILTON,VT,Colchester,VT,100,"Omni Measurement Systems, Inc. "
OPTIMAL SYNTHESIS INC.,OPTIMAL SYNTHESIS INC.,LOS ALTOS,CA,Los Altos,CA,100,OPTIMAL SYNTHESIS INC.
"AOSENSE, INC.",AOSENSE INC,SUNNYVALE,CA,Sunnyvale,CA,100,AOSENSE INC
SERIONIX,SERIONIX,CHAMPAIGN,IL,Champaign,IL,100,SERIONIX
"BEYOND PHOTONICS, LLC",BEYOND PHOTONICS LLC,BOULDER,CO,Boulder,CO,100,BEYOND PHOTONICS LLC
CESIUMASTRO INC.,CESIUMASTRO INC,AUSTIN,TX,Austin,TX,100,CESIUMASTRO INC
PEREGRINE FALCON CORPORATION,Peregrine Falcon Corporation,PLEASANTON,CA,Pleasanton,CA,100,Peregrine Falcon Corporation
"ANALYTICAL MECHANICS ASSOCIATES, INC.","ANALYTICAL MECHANICS ASSOCIATES, INC. ",HAMPTON,VA,Hampton,VA,100,"ANALYTICAL MECHANICS ASSOCIATES, INC. "
"EMERGENT SPACE TECHNOLOGIES, INC.","EMERGENT SPACE TECHNOLOGIES, INC.",LAUREL,MD,Laurel,MD,100,"EMERGENT SPACE TECHNOLOGIES, INC."
CYCRONIX,Cycronix,LACONIA,NH,Laconia,NH,100,Cycronix
"MOSAIC ATM, INC.","MOSAIC ATM, INC.",LEESBURG,VA,Leesburg,VA,100,"MOSAIC ATM, INC."
"TDA RESEARCH, INC.","TDA Research, Inc.",WHEAT RIDGE,CO,Wheat Ridge,CO,100,"TDA Research, Inc."
PHYSICAL SCIENCES INC.,Physical Sciences Inc.,ANDOVER,MA,Andover,MA,100,Physical Sciences Inc.
"LAUNCHPOINT TECHNOLOGIES, INC.","LAUNCHPOINT TECHNOLOGIES, INC.",GOLETA,CA,Goleta,CA,100,"LAUNCHPOINT TECHNOLOGIES, INC."
PRINCETON SATELLITE SYSTEMS INC,Princeton Satellite Systems Inc,PLAINSBORO,NJ,Plainsboro,NJ,100,Princeton Satellite Systems Inc
"BRIDGER PHOTONICS, INC.","Bridger Photonics, Inc.",BOZEMAN,MT,Bozeman,MT,100,"Bridger Photonics, Inc."
"PLASMA PROCESSES, LLC","Plasma Processes, LLC",HUNTSVILLE,AL,Huntsville,AL,100,"Plasma Processes, LLC"
ARTIUM TECHNOLOGIES INC,ARTIUM TECHNOLOGIES INC,SUNNYVALE,CA,Sunnyvale,CA,100,ARTIUM TECHNOLOGIES INC
"ASRC FEDERAL ASTRONAUTICS, LLC","ASRC Federal Astronautics, LLC",HUNTSVILLE,AL,Huntsville,AL,100,"ASRC Federal Astronautics, LLC"
"ADVANCED FUEL RESEARCH, INC.","ADVANCED FUEL RESEARCH, INC.",EAST HARTFORD,CT,East Hartford,CT,100,"ADVANCED FUEL RESEARCH, INC."
"INTELLIGENT OPTICAL SYSTEMS, INC.",INTELLIGENT OPTICAL SYSTEMS INC,TORRANCE,CA,Torrance,CA,100,INTELLIGENT OPTICAL SYSTEMS INC
"INNOFLIGHT, INC.","Innoflight, Inc. ",SAN DIEGO,CA,San Diego,CA,100,"Innoflight, Inc. "
"TIETRONIX SOFTWARE, INC.","Tietronix Software, Inc.",HOUSTON,TX,Houston,TX,100,"Tietronix Software, Inc."
"PC KRAUSE AND ASSOCIATES, INC.","PC Krause And Associates, Inc.",WEST LAFAYETTE,IN,WEST LAFAYETTE,IN,100,"PC Krause And Associates, Inc."
CREARE LLC,CREARE LLC,HANOVER,NH,Hanover,NH,100,CREARE LLC
PACIFIC MICROCHIP CORP.,PACIFIC MICROCHIP CORP,CULVER CITY,CA,Culver City,CA,100,PACIFIC MICROCHIP CORP
"APPTRONIK, INC.",APPTRONIK INC,AUSTIN,TX,Austin,TX,100,APPTRONIK INC
LONGWAVE PHOTONICS LLC,LONGWAVE PHOTONICS LLC,MOUNTAIN VIEW,CA,Mountain View,CA,100,LONGWAVE PHOTONICS LLC
SPACE FOUNDRY INC.,Space Foundry Inc.,SAN JOSE,CA,San Jose,CA,100,Space Foundry Inc.
IRPI LLC,IRPI LLC,WILSONVILLE,OR,Wilsonville,OR,100,IRPI LLC
MINNESOTA WIRE & CABLE COMPANY,MINNESOTA WIRE & CABLE COMPANY,SAINT PAUL,MN,Saint Paul,MN,100,MINNESOTA WIRE & CABLE COMPANY
"PROTOINNOVATIONS, LLC","PROTOINNOVATIONS, LLC",PITTSBURGH,PA,Pittsburgh,PA,100,"PROTOINNOVATIONS, LLC"
BALLY RIBBON MILLS,Bally Ribbon Mills,BALLY,PA,Bally,PA,100,Bally Ribbon Mills
APPTRONIK INC,APPTRONIK INC,AUSTIN,TX,Austin,TX,100,APPTRONIK INC
ICON TECHNOLOGY INC,ICON TECHNOLOGY INC,AUSTIN,TX,Austin,TX,100,ICON TECHNOLOGY INC
PACIFIC MICROCHIP CORP,PACIFIC MICROCHIP CORP,CULVER CITY,CA,Culver City,CA,100,PACIFIC MICROCHIP CORP
"METRON, INCORPORATED","METRON, INCORPORATED",RESTON,VA,Reston,VA,100,"METRON, INCORPORATED"
QUALTECH SYSTEMS INC,QUALTECH SYSTEMS INC,ROCKY HILL,CT,Rocky Hill,CT,100,QUALTECH SYSTEMS INC
QUARTUS ENGINEERING INC,QUARTUS ENGINEERING INC,SAN DIEGO,CA,San Diego,CA,100,QUARTUS ENGINEERING INC
"HUMAN AUTOMATION TEAMING SOLUTIONS, INC","Human Automation Teaming Solutions, Inc",NORTHRIDGE,CA,Canoga Park,CA,100,"Human Automation Teaming Solutions, Inc"
RE3D INC.,"RE3D, INC.",HOUSTON,TX,Houston,TX,100,"RE3D, INC."
"ADVANCED COOLING TECHNOLOGIES, INC.",ADVANCED COOLING TECHNOLOGIES INC,LANCASTER,PA,Lancaster,PA,100,ADVANCED COOLING TECHNOLOGIES INC
"RESILIENX, INC","RESILIENX, INC",SYRACUSE,NY,Syracuse,NY,100,"RESILIENX, INC"
QUESTEK INNOVATIONS LLC,QUESTEK INNOVATIONS LLC,EVANSTON,IL,Evanston,IL,100,QUESTEK INNOVATIONS LLC
"HAGOPIAN, JOHN G","Hagopian, John G",HARWOOD,MD,Harwood,MD,100,"Hagopian, John G"
NEXOLVE HOLDING CO LLC,NEXOLVE HOLDING CO LLC,HUNTSVILLE,AL,Huntsville,AL,100,NEXOLVE HOLDING CO LLC
"BANPIL PHOTONICS, INC.",BANPIL PHOTONICS Inc ,SANTA CLARA,CA,Santa Clara,CA,100,BANPIL PHOTONICS Inc 
"FARADAY TECHNOLOGY, INC.","Faraday Technology, Inc.",ENGLEWOOD,OH,Englewood,OH,100,"Faraday Technology, Inc."
"REACTION SYSTEMS, INC","REACTION SYSTEMS, INC",GOLDEN,CO,Golden,CO,100,"REACTION SYSTEMS, INC"
CESIUMASTRO INC,CESIUMASTRO INC,AUSTIN,TX,Austin,TX,100,CESIUMASTRO INC
SPACEWORKS ENTERPRISES INC,"Spaceworks Enterprises, Inc.",ATLANTA,GA,Atlanta,GA,100,"Spaceworks Enterprises, Inc."
SPACE LAB TECHNOLOGIES LLC,"Space Lab Technologies, LLC",BOULDER,CO,Boulder,CO,100,"Space Lab Technologies, LLC"
FREEDOM PHOTONICS LLC,Freedom Photonics LLC,SANTA BARBARA,CA,Santa Barbara,CA,100,Freedom Photonics LLC
FREEDOM PHOTONICS LLC,Freedom Photonics LLC,SANTA BARBARA,CA,Santa Barbara,CA,100,Freedom Photonics LLC
FREEDOM PHOTONICS LLC,Freedom Photonics LLC,GOLETA,CA,Santa Barbara,CA,100,Freedom Photonics LLC
FREEDOM PHOTONICS LLC,Freedom Photonics LLC,GOLETA,CA,Santa Barbara,CA,100,Freedom Photonics LLC
"ATA ENGINEERING, INC.","ATA Engineering, Inc.",SAN DIEGO,CA,San Diego,CA,100,"ATA Engineering, Inc."
STELLARRAY INCORPORATED,STELLARRAY INCORPORATED,AUSTIN,TX,Austin,TX,100,STELLARRAY INCORPORATED
"EUCLID TECHLABS, LLC","EUCLID TECHLABS, LLC",SOLON,OH,Solon,OH,100,"EUCLID TECHLABS, LLC"
"TIBARAY, INC.","TIBARAY, INC.",SUNNYVALE,CA,Santa Clara,CA,100,"TIBARAY, INC."
STARFIRE INDUSTRIES LLC,STARFIRE INDUSTRIES LLC,CHAMPAIGN,IL,Champaign,IL,100,STARFIRE INDUSTRIES LLC
"RADIABEAM SYSTEMS, LLC","RadiaBeam Systems, LLC",SANTA MONICA,CA,Santa Monica,CA,100,"RadiaBeam Systems, LLC"
"POLARIS SENSOR TECHNOLOGIES, INC.",POLARIS SENSOR TECHNOLOGIES INC,HUNTSVILLE,AL,Huntsville,AL,100,POLARIS SENSOR TECHNOLOGIES INC
"DIRAC SOLUTIONS, INC.",DIRAC SOLUTIONS INC,PLEASANTON,CA,Pleasanton,CA,100,DIRAC SOLUTIONS INC
"NIOWAVE, INC.","Niowave, Inc. ",LANSING,MI,Lansing,MI,100,"Niowave, Inc. "
"DEEP WEB TECHNOLOGIES, LLC","Deep Web Technologies, Llc",SANTA FE,NM,Santa Fe,NM,100,"Deep Web Technologies, Llc"
"DESERT STAR SYSTEMS, LLC","DESERT STAR SYSTEMS, LLC",MARINA,CA,Marina,CA,100,"DESERT STAR SYSTEMS, LLC"
"THINK-A-MOVE, LTD.",THINK-A-MOVE LTD,BEACHWOOD,OH,Beachwood,OH,100,THINK-A-MOVE LTD
"CODAR OCEAN SENSORS, LTD","CODAR OCEAN SENSORS, LTD",MOUNTAIN VIEW,CA,Mountain View,CA,100,"CODAR OCEAN SENSORS, LTD"
NOVA SCIENTIFIC INCORPORATED,NOVA SCIENTIFIC INCORPORATED,STURBRIDGE,MA,Sturbridge,MA,100,NOVA SCIENTIFIC INCORPORATED
TRAFFAX INC.,TRAFFAX INC.,CENTREVILLE,MD,Centreville,MD,100,TRAFFAX INC.
TRITON SYSTEMS INC,"TRITON SYSTEMS, INC.",CHELMSFORD,MA,CHELMSFORD,MA,100,"TRITON SYSTEMS, INC."
JOY LAB CONSULTING LLC,"JOY LAB CONSULTING, LLC",DENVER,CO,Denver,CO,100,"JOY LAB CONSULTING, LLC"
ACE RUNNING LLC,ACE Running LLC,WILMINGTON,DE,WILMINGTON,DE,100,ACE Running LLC
ENGINEERING AND SCIENTIFIC INNOVATIONS INC.,Engineering And Scientific Innovations Inc.,CINCINNATI,OH,Cincinnati,OH,100,Engineering And Scientific Innovations Inc.
MCQ INC.,McQ Inc. ,FREDERICKSBURG,VA,Fredericksburg,VA,100,McQ Inc. 
"SIGNATURE RESEARCH, INC.","Signature Research, Inc.",CALUMET,MI,Calumet,MI,100,"Signature Research, Inc."
"COLLABORATION.AI, LLC","Collaboration.Ai, LLC",MINNEAPOLIS,MN,Minneapolis,MN,100,"Collaboration.Ai, LLC"
"SEED INNOVATIONS, LLC","SEED INNOVATIONS, LLC",MONUMENT,CO,Monument,CO,100,"SEED INNOVATIONS, LLC"
"SILICON MOUNTAIN TECHNOLOGIES, INC",SILICON MOUNTAIN TECHNOLOGIES INC,ARVADA,CO,Arvada,CO,100,SILICON MOUNTAIN TECHNOLOGIES INC
"INFOGUARD STAFFING PARTNERS, LLC","InfoGuard Staffing Partners, LLC",ORLANDO,FL,Orlando,FL,100,"InfoGuard Staffing Partners, LLC"
"JARDON & HOWARD TECHNOLOGIES, INCORPORATED","JARDON & HOWARD TECHNOLOGIES, INCORPORATED",ORLANDO,FL,Orlando,FL,100,"JARDON & HOWARD TECHNOLOGIES, INCORPORATED"
"MONKTON, INC.",MONKTON INC,VIENNA,VA,Vienna,VA,100,MONKTON INC
"VISUAL SEMANTICS, INC.","Visual Semantics, Inc.",AUSTIN,TX,Austin,TX,100,"Visual Semantics, Inc."
"SQUARE ONE SYSTEMS DESIGN, INC.","Square One Systems Design, Inc.",JACKSON,WY,Jackson,WY,100,"Square One Systems Design, Inc."
"DYNEPIC, INC.","DYNEPIC, INC.",CHARLESTON,SC,Reno,NV,100,"DYNEPIC, INC."
"DYNEPIC, INC.","DYNEPIC, INC.",CHARLESTON,SC,Reno,NV,100,"DYNEPIC, INC."
"DYNEPIC, INC.","DYNEPIC, INC.",RENO,NV,Reno,NV,100,"DYNEPIC, INC."
"DYNEPIC, INC.","DYNEPIC, INC.",RENO,NV,Reno,NV,100,"DYNEPIC, INC."
"LEVEL ONE ACCOUNTABILITY,LLC","LEVEL ONE ACCOUNTABILITY,LLC",WOODBURY,TN,Woodbury,TN,100,"LEVEL ONE ACCOUNTABILITY,LLC"
SIX STAR SERVICES II INC.,Six Star Services II Inc.,HOUSTON,TX,Houston,TX,100,Six Star Services II Inc.
"AVITURE, INC.","AVITURE, INC.",OMAHA,NE,Austin,TX,100,"AVITURE, INC."
BMNT INC.,BMNT INC,PALO ALTO,CA,Palo Alto,CA,100,BMNT INC
LLVR SYSTEMS LLC,LLVR SYSTEMS LLC,ARLINGTON,VA,Arlington,VA,100,LLVR SYSTEMS LLC
"LLVR SYSTEMS, LLC",LLVR SYSTEMS LLC,WASHINGTON,DC,Arlington,VA,100,LLVR SYSTEMS LLC
"FIREHUD, INC.","FireHUD, Inc.",NORCROSS,GA,Norcross,GA,100,"FireHUD, Inc."
"LILT, INC.","Lilt, Inc.",EMERYVILLE,CA,Emeryville,CA,100,"Lilt, Inc."
"TUTORWORKS, INC.","TUTORWORKS, INC.",BURLINGAME,CA,Burlingame,CA,100,"TUTORWORKS, INC."
SHOCK TECH INC,SHOCK TECH INC,MAHWAH,NJ,Mahwah,NJ,100,SHOCK TECH INC
"SIMX, INC","SIMX, INC",LOS ALTOS,CA,LOS ALTOS,CA,100,"SIMX, INC"
"SPECULAR THEORY, INC.","Specular Theory, Inc.",VENICE,CA,Venice,CA,100,"Specular Theory, Inc."
LUMENA INC.,LUMENA INC,DENVER,CO,Denver,CO,100,LUMENA INC
"NEUROFLOW, INC.","NEUROFLOW, INC.",PHILADELPHIA,PA,Philadelphia,PA,100,"NEUROFLOW, INC."
"ETC INTERNATIONAL, LLC",ETC INTERNATIONAL LLC,VIRGINIA BEACH,VA,Virginia Beach,VA,100,ETC INTERNATIONAL LLC
"C3 IOT, INC.","C3 IOT, Inc.",REDWOOD CITY,CA,Redwood,CA,100,"C3 IOT, Inc."
"KAHILI VENTURES, LLC","Kahili Ventures, LLC",LINCOLN,NE,Lincoln,NE,100,"Kahili Ventures, LLC"
"SCITEC, INC.","SciTec, Inc.",PRINCETON,NJ,Princeton,NJ,100,"SciTec, Inc."
"PHOENIX GROUP OF VIRGINIA, INC.","PHOENIX GROUP OF VIRGINIA, INC.",CHESAPEAKE,VA,Chesapeake,VA,100,"PHOENIX GROUP OF VIRGINIA, INC."
GENESIS DIMENSIONS LLC,Genesis Dimensions LLC,HOUSTON,TX,Houston,TX,100,Genesis Dimensions LLC
"BUBO LEARNING DESIGN, LLC","Bubo Learning Design, LLC",PLANO,TX,Plano,TX,100,"Bubo Learning Design, LLC"
"CHIRAL SOFTWARE, INC.","Chiral Software, Inc.",LOS ANGELES,CA,Beverly Hills,CA,100,"Chiral Software, Inc."
ADA TECHNOLOGIES INC.,"ADA TECHNOLOGIES, INC.",LITTLETON,CO,Littleton,CO,100,"ADA TECHNOLOGIES, INC."
GEOSITE INC.,GEOSITE INC.,STANFORD,CA,Stanford,CA,100,GEOSITE INC.
"TRAC9, LLC","TRAC9, LLC",HUNTSVILLE,AL,Huntsville,AL,100,"TRAC9, LLC"
THOUGHT STREAM LLC,THOUGHT STREAM LLC,SAN CARLOS,CA,San Carlos,CA,100,THOUGHT STREAM LLC
"FIGURE, INC.","Figure, Inc.",LORTON,VA,Lorton,VA,100,"Figure, Inc."
"IMPROVE GROUP, INC.","Improve Group, Inc.",ALBUQUERQUE,NM,Albuquerque,NM,100,"Improve Group, Inc."
"IMMERSIVE WISDOM, INC.","Immersive Wisdom, Inc.",BOCA RATON,FL,Boca Raton,FL,100,"Immersive Wisdom, Inc."
"VIRTUALITICS, INC.","Virtualitics, Inc.",PASADENA,CA,Pasadena,CA,100,"Virtualitics, Inc."
DECISION LENS INC.,Decision Lens Inc.,ARLINGTON,VA,Arlington,VA,100,Decision Lens Inc.
OUTERLINK CORP,OUTERLINK CORP,WILMINGTON,MA,Wilmington,MA,100,OUTERLINK CORP
"ETEGENT TECHNOLOGIES, LTD.","ETEGENT TECHNOLOGIES, LTD.",CINCINNATI,OH,Cincinnati,OH,100,"ETEGENT TECHNOLOGIES, LTD."
BRAINGU LLC,BrainGu LLC,GRAND RAPIDS,MI,Grand Rapids,MI,100,BrainGu LLC
UNLABEL INNOVATION LLC,UNLABEL INNOVATION LLC,HOPKINS,MN,Minnetonka,MN,100,UNLABEL INNOVATION LLC
"BETTERUP, INC.","BETTERUP, INC.",SAN FRANCISCO,CA,San Francisco,CA,100,"BETTERUP, INC."
"FITCHIMP, INC.","FITCHIMP, INC.",AUSTIN,TX,Austin,TX,100,"FITCHIMP, INC."
OMNI FED LLC,OMNI FED LLC,GAINESVILLE,VA,Gainesville,VA,100,OMNI FED LLC
PRODUCTABLE INC.,Productable Inc.,AUSTIN,TX,Austin,TX,100,Productable Inc.
"TORCH TECHNOLOGIES, INC.","Torch Technologies, Inc.",HUNTSVILLE,AL,Huntsville,AL,100,"Torch Technologies, Inc."
"TORC ROBOTICS, INC.","TORC Robotics, INC. ",BLACKSBURG,VA,Blacksburg,VA,100,"TORC Robotics, INC. "
"ANAUTICS, INC.","Anautics, Inc.",NEWCASTLE,OK,Oklahoma City,OK,100,"Anautics, Inc."
"ANAUTICS, INC.","Anautics, Inc.",NEWCASTLE,OK,Oklahoma City,OK,100,"Anautics, Inc."
"ANAUTICS, INC.","Anautics, Inc.",OKLAHOMA CITY,OK,Oklahoma City,OK,100,"Anautics, Inc."
"ANAUTICS, INC.","Anautics, Inc.",OKLAHOMA CITY,OK,Oklahoma City,OK,100,"Anautics, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",SAN DIEGO,CA,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",SAN DIEGO,CA,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",SAN DIEGO,CA,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",WARNER ROBINS,GA,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",WARNER ROBINS,GA,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",WARNER ROBINS,GA,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",CLEARFIELD,UT,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",CLEARFIELD,UT,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
"ENGINEERING AND SOFTWARE SYSTEM SOLUTIONS, INC.","Engineering And Software System Solutions, Inc.",CLEARFIELD,UT,San Diego,CA,100,"Engineering And Software System Solutions, Inc."
TOTAL QUALITY SYSTEMS INC,"TOTAL QUALITY SYSTEMS, INC.",ROY,UT,Roy,UT,100,"TOTAL QUALITY SYSTEMS, INC."
MITEK ANALYTICS LLC,MITEK ANALYTICS LLC,PALO ALTO,CA,PALO ALTO,CA,100,MITEK ANALYTICS LLC
"MARK G. MILLER, INC.","MARK G. MILLER, INC.",LAYTON,UT,Layton,UT,100,"MARK G. MILLER, INC."
"VOSS SCIENTIFIC, LLC","Voss Scientific, LLC",ALBUQUERQUE,NM,Albuquerque,NM,100,"Voss Scientific, LLC"
"TOTAL QUALITY SYSTEMS, INC.","TOTAL QUALITY SYSTEMS, INC.",ROY,UT,Roy,UT,100,"TOTAL QUALITY SYSTEMS, INC."
"AEROBOTIX, INC","Aerobotix, Inc.",MADISON,AL,Madison,AL,100,"Aerobotix, Inc."
LUNA INNOVATIONS INCORPORATED,Luna Innovations Incorporated,ROANOKE,VA,Roanoke,VA,100,Luna Innovations Incorporated
MARK G. MILLER INC.,"MARK G. MILLER, INC.",LAYTON,UT,Layton,UT,100,"MARK G. MILLER, INC."
LYNNTECH INC.,LYNNTECH INC,COLLEGE STATION,TX,College Station,TX,100,LYNNTECH INC
"CACHE ENVIRONMENTAL LABORATORIES, PC","CACHE ENVIRONMENTAL LABORATORIES, PC",LOGAN,UT,Logan,UT,100,"CACHE ENVIRONMENTAL LABORATORIES, PC"
MOLYWORKS MATERIALS CORPORATION,Molyworks Materials Corporation,LOS GATOS,CA,Los Gatos,CA,100,Molyworks Materials Corporation
"INFINITE TECHNOLOGIES, INC.","Infinite Technologies, Inc.",EL DORADO HILLS,CA,Folsom,CA,100,"Infinite Technologies, Inc."
"SENTECOR SOLUTIONS, LLC","Sentecor Solutions, LLC",TREMONTON,UT,Tremonton,UT,100,"Sentecor Solutions, LLC"
"F3 SOLUTIONS, LLC","F3 Solutions, LLC",WARNER ROBINS,GA,Warner Robins,GA,100,"F3 Solutions, LLC"
VIVSOFT TECHNOLOGIES LLC,VIVSOFT TECHNOLOGIES LLC,BRAMBLETON,VA,Brambleton,VA,100,VIVSOFT TECHNOLOGIES LLC
SEED INNOVATIONS LLC,"SEED INNOVATIONS, LLC",MONUMENT,CO,Monument,CO,100,"SEED INNOVATIONS, LLC"
SURVIVR PBC,SURVIVR PBC,DALLAS,TX,Dallas,TX,100,SURVIVR PBC
"SHIPCOM FEDERAL SOLUTIONS, LLC","Shipcom Federal Solutions, LLC",BELCAMP,MD,Belcamp,MD,100,"Shipcom Federal Solutions, LLC"
"IBC MATERIALS & TECHNOLOGIES, LLC","IBC Materials & Technologies, LLC",LEBANON,IN,Lebanon,IN,100,"IBC Materials & Technologies, LLC"
"AEROBOTIX, INC.","Aerobotix, Inc.",MADISON,AL,Madison,AL,100,"Aerobotix, Inc."
"AGING AIRCRAFT CONSULTING, LLC","Aging Aircraft Consulting, LLC",WARNER ROBINS,GA,Warner Robins,GA,100,"Aging Aircraft Consulting, LLC"
"COMPASS TECHNOLOGY GROUP, LLC","COMPASS TECHNOLOGY GROUP, LLC",ALPHARETTA,GA,Alpharetta,GA,100,"COMPASS TECHNOLOGY GROUP, LLC"
"NLIGN ANALYTICS, INC.","Nlign Analytics, Inc.",CINCINNATI,OH,Cincinnati,OH,100,"Nlign Analytics, Inc."
"RELIACOAT TECHNOLOGIES, LLC",RELIACOAT TECHNOLOGIES LLC,BOHEMIA,NY,Bohemia,NY,100,RELIACOAT TECHNOLOGIES LLC
"RELIACOAT TECHNOLOGIES, LLC",RELIACOAT TECHNOLOGIES LLC,BOHEMIA,NY,Bohemia,NY,100,RELIACOAT TECHNOLOGIES LLC
"RELIACOAT TECHNOLOGIES, LLC",RELIACOAT TECHNOLOGIES LLC,EAST SETAUKET,NY,Bohemia,NY,100,RELIACOAT TECHNOLOGIES LLC
"RELIACOAT TECHNOLOGIES, LLC",RELIACOAT TECHNOLOGIES LLC,EAST SETAUKET,NY,Bohemia,NY,100,RELIACOAT TECHNOLOGIES LLC
ENERGY QUEST TECHNOLOGIES INC,ENERGY QUEST TECHNOLOGIES INC,CHANDLER,AZ,Chandler,AZ,100,ENERGY QUEST TECHNOLOGIES INC
"AIR LOGISTICS AND ENGINEERING SOLUTIONS, LLC","Air Logistics and Engineering Solutions, LLC",WARNER ROBINS,GA,Warner Robins,GA,100,"Air Logistics and Engineering Solutions, LLC"
"INTEGRATED TEST SOLUTIONS, INC.","INTEGRATED TEST SOLUTIONS, INC.",EAST LONGMEADOW,MA,East Longmeadow,MA,100,"INTEGRATED TEST SOLUTIONS, INC."
